text,label
Doesn't stay on even if you figure out how to get it on. The ear plug piece is big and bulky and then you can't hear. The mouth piece is way too short so no one can hear you talk over the car and road noise.  The cord is too short and there is not volume control on the cord with is inconvenient. Get the Bluetooth and give up the wire.,Negative
"Quality and value of this item are fine, but WHOA, it smells SO BAD!! Just like bug spray! I returned it promptly.",Negative
A little thick but protects well and the kickstand is stronger than other cases I've tried.The thicker corners also make it harder to slide into my car dock.,Negative
"its a worst product I have ever seen by motorola. It charges my phone but I have to hold the jack that goes into phone, and also have to drive at same time.I bought Belkin's similar product from Walmart for $10 and it rocks.",Negative
"I bought one of these and the second time I plugged it in the light on the end went out and it stopped working! This thing is junk, there is no way to replace the fuse (if there is one) without destroying it. I tried to take it apart, but you can't without breaking it. If this is a genuine motorola product its a stupid design. Now do I break it open and hope I can get it back together or toss it??? I have NEVER had a problem with a car charger in the 10+ years I have owned a cell phone, that should tell you something! How do you screw one up?! You hire the idiot who designed this one thats how!",Negative
"I like the small profile for this charger, but as with all the USB cable chargers I've tried it seems to charge somewhat slowly.  Trying to run the GPS navigation while charging it will still slowly drain the phone.  It seems the dedicated car chargers (with no USB port) seem to charger much faster.",Negative
The only thing I did not like about the charger is that only one of the plus is 2.1Amp the other is only one amp is unable to charge any of my devices. I will be looking for a stronger one.,Negative
This product looks bad with its odd structure however it performs very well and was a big hit with a colleague's trip to China. I plan to buy one for myself soon.,Negative
"I had a previous version of this product a few years ago. It lasted for about two year until a capacitor blew out. You could see it through the translucent case. I like the previous version. This one not so much.The AC prongs do not fold in so they are in the way when being used in a lighter outlet or stored in a pocket or computer back.It's larger than the combination of some separate ac only and 12v only chargers I have, so there is no space savings.When connected to my ipad or my razr maxx, the screen keyboard malfunctions. Spurious and random characters are generated when the screen is touched instead of the keys that should be detected. Unplugging the cable immediately stops this problem.I contacted BoxWave and they did send me a return shipping label. I have not gotten around to returning the charger yet. I dont know if this is a design issue or if I just got a bad unit. But the first two issues are reasons I would not recommend these even if the malfunction is just a bad unit.",Negative
"First time I bought this to pair up with my jabra a210 bluetooth adapter.  Worked fine, except that the vibrate feature won't work.  Then I exchanged it for another one.  This time the vibrate works, but the call pickup button would not work.  It works for power up/power down.  But I can't pickup any incoming calls.  The button simply wouldn't work for that functionality.  I tried it with few phones and it doesn't work.  I already exchanged the jabra adapter once.  Now I'm sick of exchanging it.  I think jabra has bad quality control.  Someone in the quality control shd be fired!  Everytime you exchange something, you run into a new problem.",Negative
"The range on the headset was pathetic - maybe 2 or 3 feet from the phone to get a decent signal (which defeats the entire puprpose of a CORDLESS headset IMHO).  Otherwise, it was horrific - static, terrible sound quality, etc.  Please do not waste money on that POS.  I swapped it out for the Moto H850 and am much happier with that unit paired up with my MotoE815.",Negative
"I'm not a Bluetooth techie, so I can't compare this to other headsets, but after a month of ownership, I can say it works great.My car has built-in Bluetooth, but everbody tells me that when I'm in the car it sounds like I'm under water.  Not so with the Motorola - I'm told it's crystal-clear.The only negatives I have are:* The multifunction button has no tactile feel - it leads you to press too hard, and too often.  This is especially a problem when you're walking or driving.* The flip out mic is nifty, but the headset tends to wobble if you shake your head at all.",Negative
"First, why so big?I like that the microphone turns the unit off/on but that is it.The ear piece has thin rubber around edge of speaker that eventually pealed off. Doesn't really impact comfort or help with cupping sound into ear so I'm not sure why that is there.The WORST part of this headset and the other 3 Motorola headsets I've had is that they take forever to activate during a call.  When my phone rings and I'm using my Samsung headset my call is picked up almost instantly, when using any of my Motorola headsets there is literally a 2-3 second pause after answering the phone until the headset is picked up.Often by the time my headset picks up people on the other end are already saying, ""Hello?  are you there?""I won't buy another Motorola headset, that's for sure.I gave it a 3 because I like the flip on/off & how it fits in my pocket because of that and that it does work.  It just doesn't compete with my Samsung or Plantronics headsets.",Negative
"Even though this ear piece is designed for a razor phone, the ear bud is too big, uncomfortable and it keeps falling off the ear. After two weeks of use, the on/off switch stopped working, and this feature was the main reason why I bought this unit. In sum, it was a waste of money. There was no provision in this review for ""0"" stars, so I gave it ""1""",Negative
"It worked for the small time we needed it. Didn't like the antenna, but hey the phone range and made calls. It had a calculator too!i know..big whoop!",Negative
"I tried two of these headsets and it was horrible for the person I was speaking to. Some heard the echo worse than the others, but all heard it. Some heard every word they said repeated back to them nearly as loud as my voice. Annoying to say the least and THANK YOU Amazon for being so amazing and taking both headsets back!",Negative
"couldn't be happier with this. and those who are embarrassed by its ""large"" size may want to consider being less insecure.",Negative
"Bought a few to have strategically placed around the house, cars, work, and in my briefcase and luggage packing so that I do not have to hunt for a cable.",Negative
i bought the wrong cable- which is my fault.  so sue me.  but don't actually sue me- i can't afford a lawyer.,Negative
"It is hard to write A review on a cable.  It works and does what it is supposed to do,",Negative
"Yea, basically. It's a phone charger for the Motorola Razor, and guess what? It works for it. Also works for a few other phones.",Negative
not sure what issue is here.  but I put one in my wifes BMW 335 Ci convertible and it makes a horrible background noise.  That was not there before.I put in my Buick Enclave and it works flawlessly.Not sure where the interference is coming from.,Negative
"This was used about four times before it stopped working, it was the car side with the issue and other chargers did work in this lighter so really not worth it.",Negative
Fits my Galaxy Note 3 but just doesn't want to stay on the window...keeps falling off.  Not much good if it keeps falling off.,Negative
"I'm on my third z520a in the six months I've owned it.  The only reason I haven't gone through more is that I've accepted this phone is a lemon.  The phone freezes and can't be shut off, requiring removal of the battery to reset, frequently drops calls, doesn't always let me place calls, and just plain does weird things that result in an unreliable and frustrating call experience.  What is even more annoying is that I purchased expensive, model-specific accessories that will become useless paperweights when I replace this with a new phone - a phone I will be out additional hundreds on, not to mention the cost of accessories.  I'll never buy another Sony Ericsson product.",Negative
"It lasted for less than a year and I always had trouble hearing people.  It never sat well on my ear, no matter how I adjusted it.  Luckily, it was less than $20, so no big loss.  I was disappointed because I expected better from Motorola. The volume control was awful. It never seemed to make much of a difference.  I wouldn't recommend it at all.",Negative
"While waiting for my order to arrive, I read a negative review about a terrible echo.  My advice to that reviewer - consider reading the instructions and adjust the mouth piece away from your mouth (not in the instructions).  Initially the headset hanging on one ear was a little uncomfortable, but within days I was walking out of the office forgetting I was even wearing it.  The range at the building I work is less than 100 feet, not a problem for my use.  Can't imagine not having the headset lifter or the flashing light accessory that clearly tells others when I am on the phone!",Negative
I got a defective purchase item here and am still awaiting the RMA from the seller.  Not really a comfortable product to wear.  Can't comment on the product as it has never worked to date. But I can say this was a bad buy in that the rig is not very comfortable to wear.  I can say look to other products to meet your needs.,Negative
"Pouch felt clumsy. There was extra play where the phone could wiggle around in. Also the clip is so thin that it's not good with sweatpants or scrubs. With the weight of the phone, it will flip over if it's not clipped onto a belt.",Negative
"this bluetooth headset is probably one of the worst you can ever waste money on.For some odd reason all of my motorola bluetooth, including this one has really really bad static.I cannot clearly hear the other person and the other person cannot hear me.I would save my money and buy a different brand altogether.Motorola H700 Bluetooth Headset",Negative
"I've fallen in the water kayaking a few times with my iPod Touch and LG Xenon in these cases.  They've been submerged in water for a few minutes and survived.  Haven't had any issues with humidity inside the pack, but I'm not a heavy user of my cell phone or Touch while paddling.",Negative
"This Data cable allowed me to access my Nokia 6085 (Black) phone's memory and Firmware update using Nokia Suite, It does what it is designed for.PROS:(+) CheapCONS:(-) May not last for multiple uses as the port connector on the cable may eventually break over time.Notes:(*) DO NOT use the Driver CD that comes with the product",Negative
"Though the Platntronics Voyager 510 works quite well, I was terribly disappointed with the accompanying carrying case which cost me an addtional $25! It's simply too small for the headset!",Negative
"I will be reluctantly getting my 3rd Q (replacement). I've only had this 2nd one for maybe 2 months. It would freeze constantly during the past 2 months forcing me to remove the battery for a restart. Now I have the dreaded Black Screen of Death with ""motorola flash mode bootloader version: boot_c_03.08.00R_MPAP"". Anytime bloggers start naming how your phone dies its a very bad sign!",Negative
"Overall this is a bad phone. The main reason I purchased it was because it's very thin and has no antenna. The reception is good and voices come in clear both ways. This is where the positives stop. The worst aspect of the phone is the poor battery life. I have even disabled EVDO so it won't switch between it and 1x when moving around town (which drains the battery).The Verizon software makes the phone useless. You cannot have the phone ring and vibrate at the same time, you cannot change the horrible wallpaper on the front LCD, and you cannot change the color scheme from red. Verizon has also disabled the use of Motorola Phone Tool, which enables you to put your own ringtones and media on the phone. You are forced to purchase media from the VCast service. Even if you wouldn't normally use media on your phone, you should object to this because of principal. It's corporate greed at its finest and Verizon is preventing you from using the full capabilities of your purchase.It does have a decent camera, but it's functionality is limited. It takes video clips, but nothing over 15 seconds. There are sites that tell you how to hack the phone, but it's not worth the time and risk of ruining the phone.The pluses: very thin, no antenna, sleek designCons: horrible user interface, very few options to change the appearance, many of the phone's functionality has been disabled by VerizonConclusion: buy something else. I succumbed to the hype of the Razr, but was burned. If it weren't for Verizon, the phone would be fine.",Negative
"This case is worthless with my Motorola HS815 headset.  Every time I put the headset in the case, the case squeezes the activation button on the headset.  Maybe it will work with headsets that do not have the activation button on the outside surface.",Negative
This bluetooth was my first and worst. I couldn't hear alot on it and it didn't stay on my ear for nothing. I would stay away.,Negative
"After a small amount of screwing around the H500 connected with myNokia N75 without a hitch.  I find that if you firmly place the earloop around the base of the ear and then fold in the receiver in fitsfirmly and doesn't come loose.  I agree that the volume could go higher;however, in a quiet room it is adequate.  I'm told that I'm clearlyheard on the other end of the connection.  This is also in a quiet room.Small and lite.  I think this a rather nifty piece of gear.",Negative
"Product came without shipping slip, no protective packaging. .Bluetooth was placed in a plastic bag, slipped in an envelope and mailed.  Quality is very poor.  Crackling, buzzing muffled sounds very annoying and diapointing to recieve something you are expecting to use all the time to not being able to use it.  I would not recomend this vendor to anyone.  Description stated very clearly that it would be packaged in retai packaged and pictured with extra items.  This came with bluetooth only and charge cord; no instruction or any other accessories with this.",Negative
"The sound is horrible in the car.  My fiancee said that it sounded like there were bubbling noises when I was talking to her via the headset.  So I called my home and left a message on my answering machine.  Horrible!  I could hardly hear myself over what sounded like bubbles in a fish tank.  Garbage.  Your mileage may vary, but I would highly recommend you consider a different headset.",Negative
"I am replacing this headset (It replaced an Explorer 320) with a 510 because I am sick and tired of swivel earhooks getting loose and falling off-which is apparently NOT a warranty issue according to Plantronics. Their recommendation? Replace the headset. I ordered my 510 tonight-can't wait to replace this one. Note-it drops calls frequently, which I know is a cell-phone company issue because it happens with the phone too. But the swivel earpieces are ridiculous. I could have bought a 520 for $2 more but chose not to because of the SWIVEL!",Negative
This product is junk. Had it less than a month and it stopped working. Dont waste your money.,Negative
When it arrived I went to plug it in and noticed one of the prongs was bent. I went to bend it back and it broke! Then I noticed rust at the base of the broken prong. I'm sending it back for a refund and won't be buying another one.,Negative
Do you have some money to waste? Buy this item. It is broken at 2nd day of use and does not stand phone. I rated 1 star because there is not less,Negative
"Thin materiel would not last long, inexpensive looking. Did not look anything like what I seen on the ad, returned item.",Negative
"As soon as I wrote and recommeded this product it broke, have not had it quite 3months, need a relacement already, understand what other customers concerns were now, could not stand the test of time!",Negative
"It looks really bad on the black S4 but i gave it to my friend with a white S4. So if you have the white one, buy it. If you don't, then dont.",Negative
The case is not as &34;slim&34; as advertised. It was hard to press the power button and the volume rocker. I had to use a knife to create some holes side of the case.,Negative
The case is a plain shiny black TPU material which fits snugly around the phone.  For the price it can't be beat!,Negative
"Ordered this to cover and protect my new SGS4. It covers the phone, but the holes for the mics dont line up centered over the holes and the buttons are nearly impossible to push (you really have to reef on them).",Negative
This case was okay... The rubbed edge is nifty but then the plastic was just thin and the kickstand is just poorly made... not to mention it's very hard to pull the kickstand out.,Negative
Don't buy this cheap ugly product! Worst mistake in buying a case for my phone. EEW! Never Again! NO! NO!,Negative
I didn't like this case to hard to put on the phone. I struggled wit getting it on. Imagine getting it off. Did not like,Negative
The only bad thing about this case it that the white discolored after a really short period of time.  It now looks more gray and dirty.,Negative
"I bought two, but they sent three; took 4 weeks to get in mail, as they'd warned when purchasing; wrapped up to look like OEM, but I'm thinking it's a fake; people selling it certainly haven't responded to my complaints;  works no longer than my 4 and 6 year old OEM batteries scavenged from other folks dead Moto V3 RAZRs.  Wish I could give them NO STARS on this one.",Negative
"I bought this battery several years ago for my RAZR V3, as the battery was about shot in it, and I shoulda just saved my money. This was not worth the time, effort or money. It wouldn't hold a charge for longer than an hour. Probably not a relevant review today, but still not worth your money",Negative
This was from 3 phones ago (at least).  But I remember it did the job well.  I had no problems with it.,Negative
"I had lost the CD for the previous Motorola Phone Tools and was unable to reinstall in  my Boot Camp partition.  So, I bought the ""Motorola Razr V3 Oem Original Usb Data Cable with Motorola Phone Tools 4.0 Software"" kit and threw away the cable (no razr here.)  At 49 cents you can't go wrong!  Now I've got the Moto Phone Tools installed on my new iMac.",Negative
Worst item I've ever purchased.  Brand new batteries wont' even fully charge my phone once.  Don't buy it.  The regular stores have stopped carrying it because it keeps getting returned because it doesn't work worth a darn.,Negative
"talking on it sounds like you are far away my phone customers say.  Very small, can be awkward to keep in ear",Negative
"Tried this speaker for a few weeks in my car but my wife and others complained they could not hear me over the background noise.  I tried eliminating or reducing the noise in my car (radio, A/C fan, ect) but nothing seemed to work even if the speaker was attached to the drivers' visor.",Negative
This is not a nice looking product but it does what it's supposed to do.  Lights up to let you know it's actually working or connected to a power source.  No complaints.  It is what it is.,Negative
"It kept my Motorola Krave out of my pocket where it couldn't be scratched by stray change and/or tools. The leather was supple and the felt-like lining protected the clear screen.And then one day, I struck my hip against a handrail and the clip broke off. :[",Negative
Poorly built phone holder.  The &34;arm&34; that moves was broken off when i opened the box due to the arm is only attached by the thinest piece of plastic.  Slight torque on the arm could easily break it off.,Negative
"When I pressed the release button, it expanded but would not fit the phone and lock anymore. I opened it and replace the faulty spring. It works now.",Negative
They said it was universal mount but it did not fit my Samsung Galaxy 3! I returned it and don't believe I ever received my credit.,Negative
I had trouble sticking both the silver plate and the black plate to my dashboard. They're just not strong enough and the magnet takes it right off the dash. I had to do some customization but eventually got the silver thin metal piece. I had to shape the thin silver plate into a taco and just clamped it onto something in my car so it would stay.,Negative
Terrible Unit. magnet not strong enough for Iphone 4s. Ended up buying a differnt model for 25 bucks that connects to your cd player slot and that one is amazing.,Negative
It is too tiny for holding a phone. The metal plate is also too tiny and thick to put between phone and case. Don't even bother to think about this product.,Negative
"The white turned blue in the pocket of my jeans, which I guess I should have expected, but it took less than a week.The volume buttons were covered, and made it difficult to push them.But, the case protected the phone, and the lip at the front helped protect the screen.",Negative
I bought these as in more than 1 thinking they would work on my home cordless phones and they did not as in you can hear the person on the other end but they cant hear you talk :(.,Negative
you get what you pay for .. the battery is years old .. but works.The shipment time was awful from the seller. They lost my shipment and had to resendthe order .. it arrived me after more than 20 days of waiting..,Negative
"I purchased these stereo bluetooth headphones for use with my Blackberry Curve 8900.These headphones work well indoors with no problems with connectivity, however the story is quite different when I am outside with the Blackberry in my pocket...the reception cuts in and out to the point where its unusable.  Holding the blackberry in my hand seems to improve the reception somewhat but that defeats the purpose.This is quite disappointing since I wanted to use these when I am out running so I am back to my wired headphones.  I am not sure if this is due to the Blackberry or the headphones itself.  There were some posts over in the Blackberry Forums that complain of this same problem.",Negative
I bought a couple of these for my father to keep on his car's dashboard. They stick well but do not break down in the sun and leave no sticky residue. They hold his phone and garage door opener with ease.,Negative
"I had my old Blackberry 8830 laying around with an unusable dead battery, so i ordered 2 identical replacements.  I received them and charged them fully and let the phone sit w/o usage overnight.  Next morning the battery was half dead already....To see a new battery lose half of its charge overnight is disappointing.  I don't suggest this battery at all even for $5 its was waste of time and money to deal with it.",Negative
don't change this product need extra just in case kinda hard on blue tooths jabra will not do you will not do you wrong,Negative
"I had very poor signal strength on my Verizon BlackBerry Tour phone when placed below and between the monitors in my cube.  The YX-300 solved this problem very well.Update: After about a year it died.  However, the cell coverage where I works seems to have improved, so I no longer need it.",Negative
"I ordered 3 of them, 2 of them came without an issue, but the 1 that had problem, it got very very difficult to get it replaced, the company I ordered from told me to go to Jabra directly, at Jabra website, after entering all the info as per requested, they simply send me an email to how to resolve it and after trying that and notify them again via email (no phone ), and I've asked for an exchange and again, they replied to ask me to do the same process again, it's never ending. Bad customer service.",Negative
"This perform as advertised.  You plug it in, push a few buttons and it'll tell you how much juice the device(s) are sucking up.  Whether it's a single item or a surge suppressor, it'll tell you all the consumption details you need.  Plug in the cost per kWh and you've got the total cost per the elapsed time.  Calculations are there if needed as well to calculate day, month costs.As other reviews had mentioned the small text is hard to read without proper lighting and angle.  You can get used to the pattern so there would be no need to look at the small text once you get used to it.",Negative
"This product makes it very easy to calculate the energy usage on all 110 volt appliances-- from lamps, DVD players to refrigerators and coffee makers. You just plug it into the appliance and then read the daily, weekly, monthly, or annual energy cost-- almost idiot proof. Just be prepared to be shocked about your considerable energy needs. We are preparing to buy a new refrigerator to replace our 20 year-old model based on the reading this device gave.",Negative
I tried two of them. Both would not hold a charge. I hated the charger. It has to be in the case to charge. The company I ordered from said &34;new&34; but it was clearly not in both instances. I'm still searching for an &34;in ear&34; model that works.,Negative
"I must have read more than 30% of the reviews on Amazon about the product. Nonetheless I decided to ignore the iphone 4 users that complained about not working and thus relaying on the product description. Alas, that was an awful choice. After connecting it and displaying the charging symbol about 2 minutes later it warned me the device does not support charging. I tried 3 more times and every time it kept dropping so I decided to leave it as such, even worse the battery seemed to have turned hot. It does charge other usb devices but it failed to deliver the purpose of its purchase: charge my iPhone 4.",Negative
I wish i can give this a negative star!!! the day it came i plugged it in the car and to my phone and it worked great for a few min. i then unplugged it and threw it in the glove box for a few days and when i when i go to use it - it no longer worked after a few days of sitting in my glove box. terrible.,Negative
"I had a 1.0A USB charger and this thing was just crap. After looking at the reviews, I took a chance on this charger and it seems to do that job very well. It charges up very quickly and one up! I even purchased two of these bad boys.",Negative
Not much to say here. It fully powers my Nexus 7 when using Bluetooth and navigation. Other adapters do not have the juice to run Bluetooth and navigation without also draining the battery slowly.,Negative
"What else can you say; An OEM unit that is specifically geared towards its sister products, the Motorola Droids.Performs as excellently as expected!!!",Negative
"Works well, does exactly what it's supposed to do.Works with any device that requires a micro usb charger.When purchasing a charging device, you always want to use one that meets all oem specifications to avoid any damage to your phone.You can't go wrong with Motorola.",Negative
"Now after not four months its trash, does not charge any longer.  I contacted seller and they said, sorry you had a 30 day window to send back. Ever hear of a 30 day warranty? Garbage. Guess you get what you pay for.",Negative
My friend use the one in my truck and wanted to take it with him all the time So I ordered one for him his phone is going dead all the time,Negative
"Unlike some other chargers I can be using the nav feature, talking on the phone, and the battery charge still goes up on my Droid X.",Negative
I purchased this one after being fooled into buying a Verizon knockoff charger. This is the real deal; Motorola brand. There's nothing wrong with it and it always chargers my phone.,Negative
"I love that I can plus this charger in and still use my phone.  I hate those chargers that freeze up once its plugged in, but this is not the case with this charger.  I would purchase another in a heartbeat if the one i have ever breaks",Negative
"Worked for 1 yr ... then the micro usb connection wore out and became loose.The wearing out of the micro USB connection appears to be very common among cable manufactures.The price is so low though that I did purchase another one just now.If the connection is loose, I will return it.And yes ... I ordered the one from Amazon.",Negative
"I'm disappointed as the title said ""rapid"" charger and its definitely not that. I use my Samsung Galaxy S III in the car for navigation (duh). I was hoping keeping it plugged to this charger will, at the very least, MAINTAIN the level of charge that I had when I got into the car, even if not charge it up fully as I drive. No such luck. My charge kept going down. I had to switch the screen off so the charger could charge the phone up  a bit so it wouldn't go completely dead.",Negative
"Having tried many 1 and 2 amp chargers from Scosche and been disappointed (my android used to discharge using navigation and Pandora), I decided to try this.It works!!!! Phone charges with everything on!",Negative
"Nothing compares for the price . If it fails ,throw it, order another . Still ahead in $$$ ,compared to the pricey ones.",Negative
I don't know when the person received their order who said that the product didn't have split rings but I received mine in Aug. 2013 and they did have split rings.  I've just received them so I don't know how they will hold up but they look the same as any other product of this type.  My only complaint is that they came from China and it took two weeks for delivery.,Negative
"You can't beat the price.These are much smaller than I was expecting.  But still do the job.If you are looking for a bigger, thicker cord...don't get these.  The cords are very thin and they are quite short.  But if that is what you are looking for, then these are for you.",Negative
They shipped from China and took forever to get here. They're not easy to put into use without distorting the clasp a bit. They come in a 10 pack so pay attention because I didn't and order 30 instead of the 3 I thought I was purchasing. Oh well guess i have a life times supply.,Negative
"I hate the fact I wasted money on this product. After 2 days I had 1 hour of battery life. I had to keep it on charger just to have juice for maybe 1 conversation, its not comfortable, and its flimsy. Dont waste your money.",Negative
Not worth spending money on this guy ! Not worth spending time on this guy either !Not worth spending money on this guy ! Not worth spending time on this guy either !,Negative
"I chose this card even though it had mediocre reviews because it was the only one I could find that charged by use, not a prepaid amount.  I went to europe and never used the card/phone and was charged for 3 text messages that I never got.  For $2.40 I didn't fight the error very hard but the fact remains I was charged for services not rendered.  Further, they were were after me for the $2.40 before I even got back from the 8 day trip.  (emails when I got home were already in my inbox)  Its not the money, its the principle, I don't like disingenuous companies.  For a lousy $2.40 they should have just said sorry and written it off.  I would have used the card on future trips but its in the trash now.",Negative
"I bought the card and took it on an international trip.  I put the card into my phoneand went to the site to activate it, and it said to put in 19-20 numbers, but therewere about 30 numbers and letters on the sim card.  It was worthless.",Negative
"4 stars because the quality is fairly cheesy... but hey, at a buck who can agrue?  I got a few of them since they were a dollar and they still work well.  2 months in.",Negative
"The micro USB side of the cable could never establish a reliable connection with any device I attached it to, and this past week it stopped working all together. I've owned this item for well under a year; way too soon for a cable to stop working.I advise looking at a different company.",Negative
"I've tweaked mine and added 3rd party programs, but you can't get around the fact that it's pretty darn hard to make a simple phone call without the stylus, and it's especially frustrating to use the keypad for call options (e.g. voice mail) once your call is connected.  This just plain sucks.Basic phone call operations turn into a two handed procedure, pretty dangerous when you're on the road.After 5 months with this phone, I'm really missing a phone that has a keypad.  I've gone back to my Nokia 73 and will continue shopping for a better Windows Mobile device...",Negative
Kept this in my car and it worked well for 2 or 3 uses then just stopped working. Replacement cable worked well so wasn't my car. Not happy with the quality of this product.,Negative
"This ear piece have a weak reception ,it don't filter out sounds very well,this is a very poor product disappointed.",Negative
This bluetooth is NOT woth buying. It hurts your ear so bad that you will have to take it out often. The voice quality is NOT good and the person voice drops out often. The battery is also very bad. It does NOT last long at all even on a full charge. I will never buy another Motorola bluetooth again!,Negative
THIS IS MY 4TH UNIT IN THE PAST 3 YEARS. I GUESS I WEAR THEM OUT AS I AM ON THEM 12 HOURS A DAY.,Negative
"Didn't work for connecting a card reader to a smart phone. It was useless, but the price was so low at $1.76, so it was not worth the try to the post office.",Negative
"Shipping service is terrible.  Don't expect to receive your order for at least 2 weeks.  Product feels cheaply made, like the wire will snap at any moment, and above all, it does not work if you need all 4 channels.",Negative
"Needed for a gen 1 iPhone because of the silly reassessed headphone jack. This solved the problem, but I still feel like I shouldn't need it.",Negative
"Another bad part of the iphone is regular headphones just don't fit.This fixes that, and is flexible so it doesn't get screwed up bouncing around in my pocket.  A+++, would buy again.",Negative
"Very nice design. I like the style and controls. However, the headset that comes with the unit is bad. The ear pieces will not stay in the ear. But because of the design, any ear buds can be used in place of the supplied ones. The only other issue I have is the unit keeps cutting in and out. That said I would still purchase a replacement unit if something happens to this one.",Negative
It doesn't cost that much so thats a pro.  But it fails at it's main purpose--Consistently charging the iphone 3G--. It was very haphazard.  Sometimes it worked and sometimes it didn't.  And finally it just stopped working.,Negative
"these are intermittent, dont waste your time on the aftermarket products they just dont last, not worth the hassle of wondering if it will work",Negative
"The connection is bad and many times when I talk I can hear myself again, which means it echos like crazy and its not worth it to get something that will not work",Negative
"This is what the Dr. ordered. No need looking any further. It's bulky but, un-stylish vs buying a new phone cause it was not protected. Give me the ugly.",Negative
"I am not sure how somebody can screw up a simple audio cable extender cable, but these guys have done it. It is impossible to create a solid connection both inside the iPhone and when connecting the headphone jack. Once everything is snuggly plugged in, the slightest rotation/jerk of the cable in the iphone produces hiss and loss of contact. Same goes for the headphone jack. It's like these things are made not to maintain a continuous contact where they're supposed to have a contact. Avoid at all costs.",Negative
I use this to get through an otterbox on my iphone.  Buy this one instead of the ELONGPRO (elongpro is finicky and loses one channel if not perfectly aligned).  I would buy this one again.,Negative
"I'm not sure how long this worked for...my girlfriend noticed that when she pushed the connection slightly, the bass would suddenly get richer....tested on a Nano and an iPhone 4S. Disappointing but it's a super-cheap cable so....I missed the Amazon claim window by 2 weeks but Eforcity only covers this for 30 days. Where other companies would send out a replacement, no questions asked, this company does not. Buyer beware.NOTE: the connector did fit into the iPhone even with the case on, which was why I purchased it to begin with.",Negative
"The unit works boosting weak cell phone signals.If you are in a area with a fairly strong signal, the data rate seemed to be slower when using the booster. I would attribute this to the inherent signal delay introduced by the booster - which probably does not affect voice calls, so don't expect higher data rates when using the booster with a data card. On the other hand, when using a data card where the external signal is VERY weak, the data card was unable to keep a reliable data connection, but the signal was still usable for a voice connection.",Negative
"It works just fine. It's kinda awkward to get the iPhone in and out, especially because you have to unplug the headphones, and you can't really touch the screen, so you have to get the iPhone out, which as I said before is awkward. But if you just want it stuck on your arm, it works!",Negative
"Its a armband for the iphone, I am really small so I put it around my leg. It gets the job done!!",Negative
I have gone thru a lot of windshield holders for phones/GPS and this was not what I expected. I am rough with my things and this product I had to be careful when I connected my phone.,Negative
"This item was recommended as a piggyback purchase when I purchased a Plantronics Voyager Pro+ bluetooth headset.  It was advertised as a desktop charging stand for the headset.  Apparently, it's a base for the Voyager 510 charger (the old, first Voyager that Plantronics introduced, which I owned light-years ago in technology time).  The Pro+ fits awkwardly in it (tight fit) and the base does not come with a charger (although the picture shows a cord attached to it).  It's just a desktop weight and the Voyager Pro+'s charger does not fit.  When you jam it in there, the base does not sit flat and rolls around on the desk.  It does not stand vertically.  In sum, it's a rather expensive paperweight that advertises Plantronics.  Thanks for nothing and i hope it helps some of you save your money.",Negative
"This product is a bad joke!  It isn't a charging stand at all!  It is simply a plastic disc that is ""supposed"" to fit and hold the earpiece.  I can't make it function as described and I am a mechanical engineer!  It did not come with any instructions at all.  It arrived in a simple clear plastic bad with nothing else.  I rate this at as a total waste of my money!",Negative
Works for the Blackberry Storm and any other device that uses a micro USB port.,Negative
Mine lasted 4 days before the screen quit.  There is a reason these are sold with no warranty!  I wasted $40 on one.,Negative
"I used this once. Now it doesnt see the charger unless I push it in hard - and when I do, or use a different charger, it never charges. Now its for the landfill.",Negative
"I purchased the iTorch IMP52D for my week-long trip to SXSW. Without this device, my smartphone would have been dead by 10am. I kept the iTorch in my pocket and hooked up my phone anytime the battery level dropped below 20% and disconnected the phone when the batter was over 90%. I fully re-charged my battery at least 3 times each day.Over the week the iTorch did not let me down. I don't recommend going to a conference without it!",Negative
"Well, you get what you pay for, sometimes. I wanted to believe this adapter was going to solve my headphone jack problems, but alas, ten minutes into my workout it had fallen completely apart and the wires had detached.",Negative
"does not work on ipod touch 4g, dont know of its cause it was broken already out the box, LEDs dont work what is this?! garbage, dont buy guys",Negative
"Given as a gift to someone who had reception problems at home. I set it up and no more needed to be done, it has worked for them very well. Limited coverage in the house is the only issue, but they can make calls from the house now, which was impossible before.",Negative
"There are two stickers, one on the the protective screen and one on the backing. These stickers are used to separate the protective screen from the backing.  Unfortunately the sticker attached to the actual screen would not peel off. This leaves the screen protector unusable. There were three screen protectors and they all had the same problem.",Negative
"The cable charged my phone. We are very hard on cables and I think we used this one for a few months before losing it, so I would definitely recommend.",Negative
Just like the one I received with my iphone. Like having a back up as my son loses things like this. Would definately recommend!,Negative
I bought 2 of these and they both stopped working within about a month. I didn't spend a lot of money but obviously something is wrong with them.,Negative
"These cables did not do the trick for me. They lasted a week or so, and immediately started to fall apart botha t the base o the wire, and at the metal part. The wire also started to rupture after a few weeks.",Negative
All I need to say is that the price an the fact that it works is enough for me...Can't go wrong!,Negative
"Works just as well as the expensive Apple ones. You can tell they are a little cheaper as the end plastic covers tend to fall off, but nothing a little glue can't handle. Or, just pick up a few since they are so cheap!",Negative
You got what you pay for. Got the inexpensive wires to fin that will not work with my IPad 2. I use it for other devices but did not work for what I purchased for.,Negative
